id,source,target,airlines
TVU-NAN,TVU,NAN,1
ABZ-BHX,ABZ,BHX,1
VKO-EYK,VKO,EYK,1
AGP-EXT,AGP,EXT,1
AGP-SOU,AGP,SOU,1
NUE-SMI,NUE,SMI,1
ALC-EXT,ALC,EXT,1
ALC-SOU,ALC,SOU,1
NUE-SPU,NUE,SPU,1
AMS-EMA,AMS,EMA,1
AMS-EXT,AMS,EXT,1
AMS-INV,AMS,INV,1
AMS-SOU,AMS,SOU,1
BEB-GLA,BEB,GLA,1
AMA-MDW,AMA,MDW,1
AUA-BWI,AUA,BWI,1
AUA-MCO,AUA,MCO,1
BHD-BHX,BHD,BHX,1
BHD-EDI,BHD,EDI,1
BHD-EMA,BHD,EMA,1
BHD-GLA,BHD,GLA,1
BHD-LBA,BHD,LBA,1
BHD-MAN,BHD,MAN,1
AUS-SMF,AUS,SMF,1
BHD-NCL,BHD,NCL,1
BHX-ABZ,BHX,ABZ,1
VKO-NCU,VKO,NCU,1
MLA-TLS,MLA,TLS,1
BHX-BHD,BHX,BHD,1
BHX-CGN,BHX,CGN,1
NUE-VIE,NUE,VIE,1
STR-HDF,STR,HDF,1
BHX-EDI,BHX,EDI,1
BHX-FLR,BHX,FLR,1
BHX-GCI,BHX,GCI,1
BNA-PVD,BNA,PVD,1
BHX-GLA,BHX,GLA,1
BHX-HAJ,BHX,HAJ,1
BHX-INV,BHX,INV,1
BHX-IOM,BHX,IOM,1
BHX-JER,BHX,JER,1
BHX-MXP,BHX,MXP,1
BHX-NOC,BHX,NOC,1
BHX-OPO,BHX,OPO,1
BHX-STR,BHX,STR,1
BHX-WAT,BHX,WAT,1
BWI-AUA,BWI,AUA,1
BRR-GLA,BRR,GLA,1
CAL-GLA,CAL,GLA,1
CFN-DUB,CFN,DUB,1
CFN-GLA,CFN,GLA,1
CGN-BHX,CGN,BHX,1
CZX-ZUH,CZX,ZUH,1
BWI-CUN,BWI,CUN,1
DND-STN,DND,STN,1
DUB-CFN,DUB,CFN,1
DUB-EXT,DUB,EXT,1
DUB-SOU,DUB,SOU,1
VKO-NYM,VKO,NYM,1
DUS-EXT,DUS,EXT,1
MIA-MAR,MIA,MAR,1
EDI-BHD,EDI,BHD,1
BWI-MBJ,BWI,MBJ,1
EDI-BHX,EDI,BHX,1
EDI-EMA,EDI,EMA,1
EDI-EXT,EDI,EXT,1
EDI-JER,EDI,JER,1
EDI-KOI,EDI,KOI,1
BWI-NAS,BWI,NAS,1
EDI-LSI,EDI,LSI,1
EDI-MAN,EDI,MAN,1
BWI-PUJ,BWI,PUJ,1
EDI-NWI,EDI,NWI,1
EDI-SOU,EDI,SOU,1
EDI-SYY,EDI,SYY,1
EDI-WIC,EDI,WIC,1
EMA-AMS,EMA,AMS,1
EMA-BHD,EMA,BHD,1
EMA-EDI,EMA,EDI,1
EMA-GLA,EMA,GLA,1
EMA-JER,EMA,JER,1
EXT-AGP,EXT,AGP,1
EXT-ALC,EXT,ALC,1
EXT-AMS,EXT,AMS,1
EXT-DUB,EXT,DUB,1
EXT-DUS,EXT,DUS,1
EXT-EDI,EXT,EDI,1
STR-KRK,STR,KRK,1
CHS-TPA,CHS,TPA,1
EXT-GLA,EXT,GLA,1
EXT-MAN,EXT,MAN,1
PEK-LUM,PEK,LUM,1
FAO-EXT,FAO,EXT,1
CMH-RNO,CMH,RNO,1
FAO-SOU,FAO,SOU,1
FLR-BHX,FLR,BHX,1
CUN-BWI,CUN,BWI,1
CUN-MDW,CUN,MDW,1
CUN-MKE,CUN,MKE,1
CUN-SAT,CUN,SAT,1
GCI-BHX,GCI,BHX,1
GLA-BEB,GLA,BEB,1
GLA-BHD,GLA,BHD,1
GLA-BHX,GLA,BHX,1
GLA-BRR,GLA,BRR,1
GLA-CAL,GLA,CAL,1
GLA-CFN,GLA,CFN,1
GLA-EMA,GLA,EMA,1
GLA-EXT,GLA,EXT,1
GLA-ILY,GLA,ILY,1
ORY-TXL,ORY,TXL,1
DAL-SEA,DAL,SEA,1
DAL-SFO,DAL,SFO,1
DAL-SLC,DAL,SLC,1
GLA-KOI,GLA,KOI,1
GLA-LBA,GLA,LBA,1
GLA-LSI,GLA,LSI,1
GLA-MAN,GLA,MAN,1
GLA-SOU,GLA,SOU,1
GLA-SYY,GLA,SYY,1
GLA-TRE,GLA,TRE,1
HAJ-BHX,HAJ,BHX,1
HAJ-MAN,HAJ,MAN,1
DEN-ORF,DEN,ORF,1
ILY-GLA,ILY,GLA,1
INV-AMS,INV,AMS,1
INV-BHX,INV,BHX,1
INV-EDI,INV,EDI,1
ELP-PHL,ELP,PHL,1
INV-MAN,INV,MAN,1
IOM-BHX,IOM,BHX,1
STR-KVA,STR,KVA,1
IOM-MAN,IOM,MAN,1
JER-BHX,JER,BHX,1
JER-EDI,JER,EDI,1
JER-EMA,JER,EMA,1
STR-LEJ,STR,LEJ,1
SHA-YIC,SHA,YIC,1
KOI-EDI,KOI,EDI,1
KOI-GLA,KOI,GLA,1
LBA-BHD,LBA,BHD,1
LBA-GLA,LBA,GLA,1
MRS-BIQ,MRS,BIQ,1
LSI-EDI,LSI,EDI,1
LSI-GLA,LSI,GLA,1
PAD-IBZ,PAD,IBZ,1
MAN-BHD,MAN,BHD,1
SIN-KWE,SIN,KWE,1
MAN-EDI,MAN,EDI,1
MAN-EXT,MAN,EXT,1
HOU-ISP,HOU,ISP,1
MAN-GLA,MAN,GLA,1
MAN-HAJ,MAN,HAJ,1
MAN-INV,MAN,INV,1
MAN-IOM,MAN,IOM,1
PDL-DUS,PDL,DUS,1
MAN-MXP,MAN,MXP,1
MAN-NOC,MAN,NOC,1
MAN-NQY,MAN,NQY,1
MAN-NWI,MAN,NWI,1
HOU-PVD,HOU,PVD,1
MAN-SOU,MAN,SOU,1
MAN-WAT,MAN,WAT,1
MXP-BHX,MXP,BHX,1
MXP-MAN,MXP,MAN,1
NCL-BHD,NCL,BHD,1
NCL-SOU,NCL,SOU,1
NOC-BHX,NOC,BHX,1
NOC-MAN,NOC,MAN,1
NQY-MAN,NQY,MAN,1
NWI-EDI,NWI,EDI,1
NWI-MAN,NWI,MAN,1
OPO-BHX,OPO,BHX,1
VKO-OVS,VKO,OVS,1
PMI-SOU,PMI,SOU,1
SOU-AGP,SOU,AGP,1
SOU-ALC,SOU,ALC,1
SOU-AMS,SOU,AMS,1
ISP-SNA,ISP,SNA,1
SOU-DUB,SOU,DUB,1
SOU-EDI,SOU,EDI,1
SOU-FAO,SOU,FAO,1
SOU-GLA,SOU,GLA,1
SOU-MAN,SOU,MAN,1
SOU-NCL,SOU,NCL,1
SOU-PMI,SOU,PMI,1
STN-DND,STN,DND,1
STR-BHX,STR,BHX,1
SYY-EDI,SYY,EDI,1
SYY-GLA,SYY,GLA,1
TRE-GLA,TRE,GLA,1
LAS-PVD,LAS,PVD,1
WAT-BHX,WAT,BHX,1
WAT-MAN,WAT,MAN,1
WIC-EDI,WIC,EDI,1
CNS-GTE,CNS,GTE,1
STR-LIS,STR,LIS,1
GTE-CNS,GTE,CNS,1
SZX-LJG,SZX,LJG,1
AUH-ZYL,AUH,ZYL,1
CGP-AUH,CGP,AUH,1
CGP-DXB,CGP,DXB,1
LAX-PWM,LAX,PWM,1
CGP-JED,CGP,JED,1
DAC-FCO,DAC,FCO,1
STR-MXP,STR,MXP,1
DAC-LHR,DAC,LHR,1
DAC-RGN,DAC,RGN,1
TCZ-CTU,TCZ,CTU,1
LIT-STL,LIT,STL,1
VKO-UCT,VKO,UCT,1
MBJ-BWI,MBJ,BWI,1
MBJ-MDW,MBJ,MDW,1
BTK-IKT,BTK,IKT,1
DXB-CGP,DXB,CGP,1
DXB-ZYL,DXB,ZYL,1
FCO-DAC,FCO,DAC,1
MRS-PRG,MRS,PRG,1
JED-CGP,JED,CGP,1
LHR-DAC,LHR,DAC,1
LHR-ZYL,LHR,ZYL,1
RGN-DAC,RGN,DAC,1
BTK-OVB,BTK,OVB,1
MRS-RNS,MRS,RNS,1
MRS-SVO,MRS,SVO,1
MCO-AUA,MCO,AUA,1
PMI-DRS,PMI,DRS,1
PMI-FAO,PMI,FAO,1
MRS-TXL,MRS,TXL,1
STR-PRN,STR,PRN,1
BWN-DWC,BWN,DWC,1
TYN-LJG,TYN,LJG,1
BWN-JED,BWN,JED,1
BWN-MEL,BWN,MEL,1
PMI-FMO,PMI,FMO,1
BWN-PVG,BWN,PVG,1
STR-RJK,STR,RJK,1
STR-RLG,STR,RLG,1
DLC-CKG,DLC,CKG,1
DWC-LHR,DWC,LHR,1
DXB-BWN,DXB,BWN,1
STR-SJJ,STR,SJJ,1
JED-BWN,JED,BWN,1
PMI-LEI,PMI,LEI,1
MEL-BWN,MEL,BWN,1
TPP-PCL,TPP,PCL,1
STR-SPU,STR,SPU,1
MDW-CUN,MDW,CUN,1
PVG-BWN,PVG,BWN,1
CCS-DFW,CCS,DFW,1
CCS-JFK,CCS,JFK,1
STR-STN,STR,STN,1
STR-SUF,STR,SUF,1
PMI-SCN,PMI,SCN,1
ABJ-BOY,ABJ,BOY,1
XNN-KMG,XNN,KMG,1
KZN-CEK,KZN,CEK,1
DJE-MLH,DJE,MLH,1
XUZ-CKG,XUZ,CKG,1
MDW-MBJ,MDW,MBJ,1
PMI-XRY,PMI,XRY,1
YIC-KMG,YIC,KMG,1
POP-DUS,POP,DUS,1
PUJ-DUS,PUJ,DUS,1
YIC-SHA,YIC,SHA,1
PVK-DUS,PVK,DUS,1
PVK-MUC,PVK,MUC,1
YIH-KMG,YIH,KMG,1
RHO-DRS,RHO,DRS,1
YIH-NGB,YIH,NGB,1
STR-ZAD,STR,ZAD,1
STR-ZAG,STR,ZAG,1
RHO-TXL,RHO,TXL,1
SUF-CGN,SUF,CGN,1
MDW-PUJ,MDW,PUJ,1
SUF-DUS,SUF,DUS,1
PNH-RGN,PNH,RGN,1
SUF-HAJ,SUF,HAJ,1
SUF-STR,SUF,STR,1
DLC-XUZ,DLC,XUZ,1
RMF-DUS,RMF,DUS,1
NCE-SXB,NCE,SXB,1
DKR-DLA,DKR,DLA,1
RGN-PNH,RGN,PNH,1
NDJ-CDG,NDJ,CDG,1
QBC-YVR,QBC,YVR,1
NKC-CDG,NKC,CDG,1
YAA-YVR,YAA,YVR,1
SCN-PMI,SCN,PMI,1
CSX-LLF,CSX,LLF,1
TLV-CGN,TLV,CGN,1
YLW-YXC,YLW,YXC,1
CSX-TEN,CSX,TEN,1
YPW-YVR,YPW,YVR,1
SKG-TXL,SKG,TXL,1
CSX-ZHA,CSX,ZHA,1
DLC-YNT,DLC,YNT,1
MHT-MSP,MHT,MSP,1
TRN-DUS,TRN,DUS,1
DYG-TSN,DYG,TSN,1
SMI-DUS,SMI,DUS,1
MKE-CUN,MKE,CUN,1
SMI-MUC,SMI,MUC,1
SMI-NUE,SMI,NUE,1
SMI-TXL,SMI,TXL,1
NTE-ORY,NTE,ORY,1
YVR-QBC,YVR,QBC,1
HRB-JMU,HRB,JMU,1
HRB-JXA,HRB,JXA,1
SPC-DUS,SPC,DUS,1
JMU-HRB,JMU,HRB,1
JXA-HRB,JXA,HRB,1
KMG-UYN,KMG,UYN,1
MSP-OAK,MSP,OAK,1
KWL-TSN,KWL,TSN,1
LLF-CSX,LLF,CSX,1
SPU-NUE,SPU,NUE,1
STN-DUS,STN,DUS,1
STR-ALC,STR,ALC,1
TUN-CGN,TUN,CGN,1
ORY-BOD,ORY,BOD,1
STR-DUS,STR,DUS,1
YVR-YPW,YVR,YPW,1
ORY-LYS,ORY,LYS,1
STR-GWT,STR,GWT,1
STR-JER,STR,JER,1
TEN-CSX,TEN,CSX,1
NAS-BWI,NAS,BWI,1
OAK-CMH,OAK,CMH,1
ORY-MRS,ORY,MRS,1
DSN-CTU,DSN,CTU,1
ORY-NTE,ORY,NTE,1
OAK-OKC,OAK,OKC,1
TSN-DYG,TSN,DYG,1
TXL-AOI,TXL,AOI,1
TSN-KWL,TSN,KWL,1
TXL-BHX,TXL,BHX,1
TXL-BIA,TXL,BIA,1
TSN-UYN,TSN,UYN,1
YVR-YZT,YVR,YZT,1
YVR-YZZ,YVR,YZZ,1
OMA-SAN,OMA,SAN,1
TSN-XNN,TSN,XNN,1
OUA-CDG,OUA,CDG,1
TSN-ZUH,TSN,ZUH,1
UYN-KMG,UYN,KMG,1
UYN-TSN,UYN,TSN,1
YVR-ZMT,YVR,ZMT,1
PDX-OKC,PDX,OKC,1
PHL-ICT,PHL,ICT,1
TXL-BLQ,TXL,BLQ,1
YXC-YLW,YXC,YLW,1
DSN-SHE,DSN,SHE,1
XNN-TSN,XNN,TSN,1
YNT-DLC,YNT,DLC,1
PUJ-BWI,PUJ,BWI,1
PUJ-MDW,PUJ,MDW,1
ACC-OUA,ACC,OUA,1
PVD-LAS,PVD,LAS,1
ZHA-CSX,ZHA,CSX,1
PVD-SAN,PVD,SAN,1
PVD-SLC,PVD,SLC,1
PWM-BWI,PWM,BWI,1
YZT-YVR,YZT,YVR,1
ZUH-TSN,ZUH,TSN,1
YZZ-YVR,YZZ,YVR,1
BMV-VII,BMV,VII,1
ZMT-YVR,ZMT,YVR,1
DKR-LOS,DKR,LOS,1
TUP-ATL,TUP,ATL,1
TFS-DRS,TFS,DRS,1
TXL-FMM,TXL,FMM,1
PRG-MRS,PRG,MRS,1
AYT-KZN,AYT,KZN,1
PTY-CDG,PTY,CDG,1
IKT-BTK,IKT,BTK,1
GXH-LXA,GXH,LXA,1
GXH-XIY,GXH,XIY,1
SAN-SDF,SAN,SDF,1
EZE-PUJ,EZE,PUJ,1
DLA-DKR,DLA,DKR,1
SAT-CUN,SAT,CUN,1
TFS-TXL,TFS,TXL,1
VII-BMV,VII,BMV,1
TXL-LIN,TXL,LIN,1
ABZ-BRS,ABZ,BRS,1
RBA-CDG,RBA,CDG,1
BHX-GOT,BHX,GOT,1
BRE-TLS,BRE,TLS,1
BRS-ABZ,BRS,ABZ,1
BRS-FRA,BRS,FRA,1
BRS-HAM,BRS,HAM,1
BRS-MUC,BRS,MUC,1
BRS-MXP,BRS,MXP,1
BRU-EMA,BRU,EMA,1
TXL-NCE,TXL,NCE,1
EMA-BRU,EMA,BRU,1
SFO-ORF,SFO,ORF,1
EVE-SVG,EVE,SVG,1
FRA-BRS,FRA,BRS,1
GOT-BHX,GOT,BHX,1
SJD-SNA,SJD,SNA,1
SJU-ONT,SJU,ONT,1
GOT-SVG,GOT,SVG,1
SLC-MHT,SLC,MHT,1
HAM-BRS,HAM,BRS,1
TLV-DUS,TLV,DUS,1
MUC-BRS,MUC,BRS,1
MXP-BRS,MXP,BRS,1
CEK-KZN,CEK,KZN,1
BOY-ABJ,BOY,ABJ,1
SVG-EVE,SVG,EVE,1
SNA-SJD,SNA,SJD,1
SVG-GOT,SVG,GOT,1
TXL-ACE,TXL,ACE,1
TLS-BRE,TLS,BRE,1
RNS-MRS,RNS,MRS,1
CPT-GBE,CPT,GBE,1
CPT-MUB,CPT,MUB,1
FRW-JNB,FRW,JNB,1
GBE-CPT,GBE,CPT,1
GBE-HRE,GBE,HRE,1
TXL-ALC,TXL,ALC,1
HRE-GBE,HRE,GBE,1
GZP-IST,GZP,IST,1
JNB-FRW,JNB,FRW,1
TXL-PRN,TXL,PRN,1
TXL-SAW,TXL,SAW,1
MUB-CPT,MUB,CPT,1
TXL-SJJ,TXL,SJJ,1
PUJ-EZE,PUJ,EZE,1
FNA-LGW,FNA,LGW,1
YEG-YXY,YEG,YXY,1
TXL-BUD,TXL,BUD,1
TXL-CFU,TXL,CFU,1
TXL-VRN,TXL,VRN,1
CAN-KHH,CAN,KHH,1
TXL-ZAD,TXL,ZAD,1
CDG-TPE,CDG,TPE,1
VCE-CGN,VCE,CGN,1
TPA-PDX,TPA,PDX,1
TXL-FAO,TXL,FAO,1
BGY-CMN,BGY,CMN,1
TXL-FNC,TXL,FNC,1
TPA-SEA,TPA,SEA,1
VCE-HAJ,VCE,HAJ,1
TXL-FUE,TXL,FUE,1
TXL-GDN,TXL,GDN,1
YLW-YXY,YLW,YXY,1
TUS-SJC,TUS,SJC,1
TXL-GRZ,TXL,GRZ,1
TXL-GWT,TXL,GWT,1
TXL-HRG,TXL,HRG,1
IST-GZP,IST,GZP,1
TXL-KGS,TXL,KGS,1
TXL-KRK,TXL,KRK,1
TXL-LED,TXL,LED,1
TXL-LPA,TXL,LPA,1
JFK-TPE,JFK,TPE,1
KHH-CAN,KHH,CAN,1
YOW-YZF,YOW,YZF,1
TXL-MAH,TXL,MAH,1
KHH-NGB,KHH,NGB,1
KHH-TNA,KHH,TNA,1
KHH-TSN,KHH,TSN,1
HDG-CTU,HDG,CTU,1
LGW-FNA,LGW,FNA,1
YXY-YLW,YXY,YLW,1
TXL-NBE,TXL,NBE,1
KZN-AYT,KZN,AYT,1
TXL-ORY,TXL,ORY,1
NGB-KHH,NGB,KHH,1
IKT-KCK,IKT,KCK,1
VRN-CGN,VRN,CGN,1
VRN-HAM,VRN,HAM,1
TXL-RHO,TXL,RHO,1
VRN-TXL,VRN,TXL,1
PVG-SWA,PVG,SWA,1
WAW-CGN,WAW,CGN,1
TXL-SKG,TXL,SKG,1
TXL-SMI,TXL,SMI,1
SUB-TPE,SUB,TPE,1
TNA-KHH,TNA,KHH,1
SVO-MRS,SVO,MRS,1
YXY-YYC,YXY,YYC,1
SXB-NCE,SXB,NCE,1
SXB-TLS,SXB,TLS,1
WRO-DUS,WRO,DUS,1
TPE-CDG,TPE,CDG,1
TXL-TFS,TXL,TFS,1
XRY-CGN,XRY,CGN,1
BHI-MDQ,BHI,MDQ,1
TLS-ATH,TLS,ATH,1
TXL-WAW,TXL,WAW,1
BHI-REL,BHI,REL,1
BRC-CRD,BRC,CRD,1
TLS-MLA,TLS,MLA,1
BRC-EQS,BRC,EQS,1
ZAD-CGN,ZAD,CGN,1
COR-ROS,COR,ROS,1
TLS-SXB,TLS,SXB,1
ZAD-DUS,ZAD,DUS,1
TPE-JFK,TPE,JFK,1
CRD-REL,CRD,REL,1
CRD-RGL,CRD,RGL,1
EQS-BRC,EQS,BRC,1
EQS-CRD,EQS,CRD,1
ZAD-STR,ZAD,STR,1
MDQ-BHI,MDQ,BHI,1
ZAD-TXL,ZAD,TXL,1
ZAG-CGN,ZAG,CGN,1
ZAG-STR,ZAG,STR,1
LOS-DKR,LOS,DKR,1
PDP-ROS,PDP,ROS,1
COO-OUA,COO,OUA,1
TPE-SUB,TPE,SUB,1
ADE-SHJ,ADE,SHJ,1
RIY-SHJ,RIY,SHJ,1
SHJ-ADE,SHJ,ADE,1
AAR-AGP,AAR,AGP,1
AAR-PMI,AAR,PMI,1
AAR-STN,AAR,STN,1
TXL-MRS,TXL,MRS,1
ACE-BGY,ACE,BGY,1
ACE-BLQ,ACE,BLQ,1
ACE-BOH,ACE,BOH,1
TPE-TSN,TPE,TSN,1
ACE-BVA,ACE,BVA,1
ACE-CRL,ACE,CRL,1
ACE-EDI,ACE,EDI,1
ACE-EIN,ACE,EIN,1
TPE-TXN,TPE,TXN,1
ACE-FKB,ACE,FKB,1
ACE-HHN,ACE,HHN,1
REL-BHI,REL,BHI,1
TPE-YYZ,TPE,YYZ,1
REL-BRC,REL,BRC,1
REL-CRD,REL,CRD,1
ACE-NOC,ACE,NOC,1
ACE-NRN,ACE,NRN,1
ACE-PIK,ACE,PIK,1
REL-EQS,REL,EQS,1
ACE-SDR,ACE,SDR,1
ACE-SNN,ACE,SNN,1
TSN-KHH,TSN,KHH,1
ACE-SVQ,ACE,SVQ,1
ACE-ZAZ,ACE,ZAZ,1
AGA-CRL,AGA,CRL,1
AGA-MRS,AGA,MRS,1
AGP-AAR,AGP,AAR,1
TSN-TPE,TSN,TPE,1
AGP-BGY,AGP,BGY,1
TXN-TPE,TXN,TPE,1
AGP-BLL,AGP,BLL,1
AGP-BLQ,AGP,BLQ,1
AGP-BOH,AGP,BOH,1
AGP-BRE,AGP,BRE,1
RGA-RGL,RGA,RGL,1
RGL-CRD,RGL,CRD,1
AGP-BTS,AGP,BTS,1
AGP-BVA,AGP,BVA,1
AGP-CIA,AGP,CIA,1
AGP-CRL,AGP,CRL,1
AGP-DTM,AGP,DTM,1
YYZ-TPE,YYZ,TPE,1
ABZ-RIX,ABZ,RIX,1
AES-RIX,AES,RIX,1
AGP-FKB,AGP,FKB,1
AGP-FMM,AGP,FMM,1
AGP-FMO,AGP,FMO,1
AGP-GSE,AGP,GSE,1
AGP-HAU,AGP,HAU,1
AGP-HHN,AGP,HHN,1
RGL-RGA,RGL,RGA,1
AGP-KRK,AGP,KRK,1
RGL-USH,RGL,USH,1
ATH-RIX,ATH,RIX,1
BOC-SJO,BOC,SJO,1
AGP-MMX,AGP,MMX,1
AGP-MRS,AGP,MRS,1
AGP-NOC,AGP,NOC,1
AGP-NRN,AGP,NRN,1
AGP-NUE,AGP,NUE,1
AGP-NYO,AGP,NYO,1
AGP-PIK,AGP,PIK,1
BCN-RIX,BCN,RIX,1
AGP-SDR,AGP,SDR,1
ROS-COR,ROS,COR,1
AGP-TMP,AGP,TMP,1
AGP-TSF,AGP,TSF,1
AGP-VST,AGP,VST,1
AGP-WRO,AGP,WRO,1
AHO-BGY,AHO,BGY,1
AHO-BLQ,AHO,BLQ,1
AHO-CIA,AHO,CIA,1
AHO-CRL,AHO,CRL,1
AHO-DTM,AHO,DTM,1
AHO-DUB,AHO,DUB,1
AHO-EIN,AHO,EIN,1
AHO-FMM,AHO,FMM,1
AHO-GRO,AHO,GRO,1
AHO-HHN,AHO,HHN,1
AHO-LTN,AHO,LTN,1
AHO-MAD,AHO,MAD,1
AHO-NRN,AHO,NRN,1
AHO-PSA,AHO,PSA,1
AHO-STN,AHO,STN,1
ALC-BGY,ALC,BGY,1
ALC-BLQ,ALC,BLQ,1
ALC-BOH,ALC,BOH,1
ALC-BRE,ALC,BRE,1
BLL-RIX,BLL,RIX,1
VIE-NUE,VIE,NUE,1
ALC-BVA,ALC,BVA,1
ALC-CRL,ALC,CRL,1
ROS-PDP,ROS,PDP,1
WUH-CDG,WUH,CDG,1
BUD-RIX,BUD,RIX,1
ALC-FKB,ALC,FKB,1
ALC-FMM,ALC,FMM,1
ALC-GSE,ALC,GSE,1
ALC-HAU,ALC,HAU,1
ALC-HHN,ALC,HHN,1
ALC-KIR,ALC,KIR,1
ALC-KRK,ALC,KRK,1
ALC-KTW,ALC,KTW,1
ALC-KUN,ALC,KUN,1
LOS-ROB,LOS,ROB,1
KZN-EGO,KZN,EGO,1
GOT-RIX,GOT,RIX,1
ALC-MST,ALC,MST,1
ALC-NOC,ALC,NOC,1
ALC-NRN,ALC,NRN,1
ALC-NUE,ALC,NUE,1
ALC-NYO,ALC,NYO,1
ALC-PIK,ALC,PIK,1
ALC-SCQ,ALC,SCQ,1
ALC-SNN,ALC,SNN,1
ALC-STN,ALC,STN,1
ALC-TMP,ALC,TMP,1
ALC-VST,ALC,VST,1
ALC-VXO,ALC,VXO,1
ALC-WMI,ALC,WMI,1
ALC-WRO,ALC,WRO,1
AOI-CRL,AOI,CRL,1
AOI-NRN,AOI,NRN,1
AOI-STN,AOI,STN,1
ATH-BGY,ATH,BGY,1
ATH-PFO,ATH,PFO,1
ATH-STN,ATH,STN,1
LIR-SYQ,LIR,SYQ,1
LIR-TNO,LIR,TNO,1
BCN-BGY,BCN,BGY,1
KGD-RIX,KGD,RIX,1
KIV-RIX,KIV,RIX,1
LCA-RIX,LCA,RIX,1
LED-RIX,LED,RIX,1
BCN-BVA,BCN,BVA,1
BCN-CIA,BCN,CIA,1
BCN-CRL,BCN,CRL,1
LGW-RIX,LGW,RIX,1
BCN-EMA,BCN,EMA,1
MLA-RIX,MLA,RIX,1
NCE-RIX,NCE,RIX,1
BEN-JED,BEN,JED,1
PLQ-RIX,PLQ,RIX,1
AAE-ALG,AAE,ALG,1
RIX-ABZ,RIX,ABZ,1
RIX-AES,RIX,AES,1
BCN-NYO,BCN,NYO,1
AAE-CDG,AAE,CDG,1
BCN-PIK,BCN,PIK,1
BCN-RYG,BCN,RYG,1
AAE-IST,AAE,IST,1
RIX-ATH,RIX,ATH,1
BCN-STN,BCN,STN,1
RIX-BCN,RIX,BCN,1
AAE-LYS,AAE,LYS,1
RIX-BLL,RIX,BLL,1
BCN-TSF,BCN,TSF,1
CMN-BGY,CMN,BGY,1
RIX-BUD,RIX,BUD,1
BCN-WMI,BCN,WMI,1
AAE-ORN,AAE,ORN,1
BDS-BGY,BDS,BGY,1
BDS-BLQ,BDS,BLQ,1
BDS-CIA,BDS,CIA,1
BDS-CRL,BDS,CRL,1
BDS-EIN,BDS,EIN,1
BDS-GRO,BDS,GRO,1
BDS-PSA,BDS,PSA,1
BDS-STN,BDS,STN,1
BGY-ACE,BGY,ACE,1
BGY-AGP,BGY,AGP,1
BGY-AHO,BGY,AHO,1
BGY-ALC,BGY,ALC,1
BGY-ATH,BGY,ATH,1
BGY-BCN,BGY,BCN,1
BGY-BDS,BGY,BDS,1
BGY-BLL,BGY,BLL,1
BGY-BRE,BGY,BRE,1
BGY-BRI,BGY,BRI,1
BGY-BRS,BGY,BRS,1
BGY-BTS,BGY,BTS,1
BGY-BUD,BGY,BUD,1
BGY-BVA,BGY,BVA,1
BGY-CAG,BGY,CAG,1
BGY-CHQ,BGY,CHQ,1
BGY-CRL,BGY,CRL,1
BGY-CTA,BGY,CTA,1
BGY-DUB,BGY,DUB,1
BGY-EIN,BGY,EIN,1
BGY-EMA,BGY,EMA,1
BGY-FEZ,BGY,FEZ,1
BGY-FUE,BGY,FUE,1
BGY-GRO,BGY,GRO,1
BGY-GSE,BGY,GSE,1
BGY-HHN,BGY,HHN,1
BGY-IBZ,BGY,IBZ,1
BGY-KGS,BGY,KGS,1
BGY-KRK,BGY,KRK,1
BGY-LBA,BGY,LBA,1
BGY-LBC,BGY,LBC,1
BGY-LDE,BGY,LDE,1
BGY-LPA,BGY,LPA,1
BGY-LPP,BGY,LPP,1
BGY-MAD,BGY,MAD,1
BGY-MAN,BGY,MAN,1
BGY-MLA,BGY,MLA,1
BGY-NRN,BGY,NRN,1
BGY-NYO,BGY,NYO,1
BGY-OPO,BGY,OPO,1
BGY-PMI,BGY,PMI,1
BGY-PMO,BGY,PMO,1
BGY-PSR,BGY,PSR,1
BGY-RAK,BGY,RAK,1
BGY-RHO,BGY,RHO,1
BGY-RIX,BGY,RIX,1
BGY-RYG,BGY,RYG,1
BGY-SCQ,BGY,SCQ,1
BGY-SDR,BGY,SDR,1
BGY-SKG,BGY,SKG,1
BGY-STN,BGY,STN,1
BGY-SUF,BGY,SUF,1
BGY-SVQ,BGY,SVQ,1
BGY-SXF,BGY,SXF,1
BGY-TFS,BGY,TFS,1
BGY-TLL,BGY,TLL,1
BGY-TMP,BGY,TMP,1
BGY-TPS,BGY,TPS,1
BGY-VLC,BGY,VLC,1
DKR-OUA,DKR,OUA,1
BGY-WMI,BGY,WMI,1
BGY-WRO,BGY,WRO,1
BGY-ZAZ,BGY,ZAZ,1
RIX-GOT,RIX,GOT,1
ABJ-ALG,ABJ,ALG,1
BHX-BTS,BHX,BTS,1
BHX-BZG,BHX,BZG,1
ALC-ALG,ALC,ALG,1
RIX-KGD,RIX,KGD,1
BHX-GDN,BHX,GDN,1
BHX-IBZ,BHX,IBZ,1
BHX-KRK,BHX,KRK,1
BHX-KTW,BHX,KTW,1
BHX-KUN,BHX,KUN,1
BHX-LDY,BHX,LDY,1
RIX-KIV,RIX,KIV,1
BHX-MJV,BHX,MJV,1
RIX-LCA,RIX,LCA,1
RIX-LED,RIX,LED,1
BHX-REU,BHX,REU,1
RIX-LGW,RIX,LGW,1
BIQ-CRL,BIQ,CRL,1
BIQ-DUB,BIQ,DUB,1
BIQ-STN,BIQ,STN,1
